member_number_members_sa,id_membership_periods_sa,purchased_on_adjusted_mp,real_membership_types_sa,new_member_category_6_sa,membership_type_id_mp,starts_mp,ends_mp
100028401,3956011,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
100028401,3967265,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
100511588,3957309,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
100511588,3967755,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
100515073,3897185,"2022-06-11 00:00:00",one_day,"One Day - $15",47,2022-06-11,2022-06-11
100515073,3900785,"2022-06-11 00:00:00",one_day,"One Day - $15",47,2022-06-11,2022-06-11
101593,4539204,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
101593,4544086,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
101593,4551359,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
101593,4551567,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
101636244,3958934,"2022-06-18 00:00:00",one_day,"One Day - $15",47,2022-06-18,2022-06-19
101636244,3983239,"2022-06-18 00:00:00",one_day,"One Day - $15",47,2022-06-18,2022-06-19
101636244,3958935,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
101636244,3983240,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
101989265,3957082,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
101989265,3967695,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
102339226,4694822,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
102339226,4697351,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
102409582,3958606,"2021-09-11 00:00:00",one_day,"One Day - $15",47,2021-09-11,2021-09-11
102409582,3982908,"2021-09-11 00:00:00",one_day,"One Day - $15",47,2021-09-11,2021-09-11
102512166,4482820,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
102512166,4528973,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
102773550,4694885,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
102773550,4697415,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
103066583,3956054,"2022-06-25 00:00:00",one_day,"One Day - $15",47,2022-06-25,2022-06-26
103066583,3967285,"2022-06-25 00:00:00",one_day,"One Day - $15",47,2022-06-25,2022-06-26
103349633,4694806,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
103349633,4697335,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
103679425,3958343,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
103679425,3982645,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
103679425,3958344,"2022-07-03 00:00:00",one_day,"One Day - $15",47,2022-07-03,2022-07-04
103679425,3982646,"2022-07-03 00:00:00",one_day,"One Day - $15",47,2022-07-03,2022-07-04
103759801,3956123,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
103759801,3967319,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
104071201,3956625,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
104071201,3967549,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
104079108,4539089,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
104079108,4548535,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
104392597,3958907,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
104392597,3983212,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
104392597,3958908,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
104392597,3983213,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
104394529,4551417,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
104394529,4551625,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
104530831,3956307,"2022-04-23 00:00:00",one_day,"One Day - $15",47,2022-04-23,2022-04-23
104530831,3967407,"2022-04-23 00:00:00",one_day,"One Day - $15",47,2022-04-23,2022-04-23
104547714,4694805,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
104547714,4697334,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
104714068,4459749,"2023-05-26 00:00:00",one_day,"One Day - $15",47,2023-05-26,2023-05-29
104714068,4460321,"2023-05-26 00:00:00",one_day,"One Day - $15",47,2023-05-26,2023-05-29
104915437,4539005,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
104915437,4544338,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
105074124,3957995,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
105074124,3982401,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
105761273,3608821,"2021-09-04 00:00:00",one_day,"One Day - $15",47,2021-09-04,2021-09-04
105761273,3958547,"2021-09-04 00:00:00",one_day,"One Day - $15",47,2021-09-04,2021-09-04
105761273,3982848,"2021-09-04 00:00:00",one_day,"One Day - $15",47,2021-09-04,2021-09-04
106095200,3957690,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
106095200,3982171,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
106129034,4538819,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
106129034,4548371,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
106201692,3955825,"2022-06-11 00:00:00",one_day,"One Day - $15",47,2022-06-11,2022-06-12
106201692,3965334,"2022-06-11 00:00:00",one_day,"One Day - $15",47,2022-06-11,2022-06-12
106201692,3955827,"2022-06-25 00:00:00",one_day,"One Day - $15",47,2022-06-25,2022-06-26
106201692,3965335,"2022-06-25 00:00:00",one_day,"One Day - $15",47,2022-06-25,2022-06-26
106390503,3956324,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
106390503,3967415,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
106434019,4354636,"2023-04-17 12:04:03",one_day,"One Day - $15",47,2023-10-07,2023-10-07
106434019,4354637,"2023-04-17 12:04:03",one_day,"One Day - $15",47,2023-10-07,2023-10-07
106549382,3958657,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
106549382,3982960,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
106884702,3958763,"2021-11-14 00:00:00",one_day,"One Day - $15",47,2021-11-14,2021-11-14
106884702,3983066,"2021-11-14 00:00:00",one_day,"One Day - $15",47,2021-11-14,2021-11-14
107075886,3958016,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
107075886,3982417,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
107219451,4539396,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
107219451,4544564,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
107399592,3522114,"2021-08-22 00:00:00",one_day,"One Day - $15",47,2021-08-22,2021-08-22
107399592,3522143,"2021-08-22 00:00:00",one_day,"One Day - $15",47,2021-08-22,2021-08-22
107431009,4538675,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
107431009,4548234,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
107466328,4459726,"2023-05-26 00:00:00",one_day,"One Day - $15",47,2023-05-26,2023-05-29
107466328,4460298,"2023-05-26 00:00:00",one_day,"One Day - $15",47,2023-05-26,2023-05-29
107560666,4539839,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
107560666,4544857,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
107903211,4551434,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
107903211,4551642,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
107929523,4695005,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
107929523,4697535,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
107970865,4539054,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
107970865,4541918,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
108327400,3956527,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
108327400,3967506,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
108354998,3958517,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
108354998,3982817,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
108377158,3956605,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
108377158,3967540,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
108524265,3958870,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
108524265,3983175,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
108953679,4551463,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
108953679,4551670,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
109040095,4694694,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
109040095,4697223,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
109074097,3958484,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
109074097,3982784,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
109342587,4551389,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
109342587,4551597,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
109432020,3956919,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
109432020,3981607,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
109783906,3957248,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
109783906,3981850,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
110296515,3957972,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
110296515,3982383,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
110315612,4695065,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
110315612,4697595,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
110451540,3958718,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
110451540,3983021,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
110836530,3794718,"2022-04-09 00:00:00",one_day,"One Day - $15",47,2022-04-09,2022-05-07
110836530,3811010,"2022-04-09 00:00:00",one_day,"One Day - $15",47,2022-04-09,2022-05-07
110848474,4538877,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
110848474,4544266,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
111306747,4539084,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
111306747,4544382,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
111355084,3957918,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
111355084,3982342,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
111511681,3641508,"2021-09-19 00:00:00",one_day,"One Day - $15",47,2021-09-19,2021-09-19
111511681,3957056,"2021-09-19 00:00:00",one_day,"One Day - $15",47,2021-09-19,2021-09-19
111511681,3981707,"2021-09-19 00:00:00",one_day,"One Day - $15",47,2021-09-19,2021-09-19
111511681,3957057,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
111511681,3981708,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
111539918,4694710,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
111539918,4697239,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
111808292,4694719,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
111808292,4697248,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
111829591,4695048,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
111829591,4697578,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
112010111,4402578,"2023-06-15 13:38:51",adult_annual,"1-Year $50",1,2023-06-15,2024-06-14
112010111,4402579,"2023-06-15 13:38:51",adult_annual,"1-Year $50",1,2023-06-15,2024-06-14
112539478,4459832,"2023-05-26 00:00:00",one_day,"One Day - $15",47,2023-05-26,2023-05-29
112539478,4460403,"2023-05-26 00:00:00",one_day,"One Day - $15",47,2023-05-26,2023-05-29
112582768,3957512,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
112582768,3966882,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
112800673,4538774,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
112800673,4544217,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
113787611,3957701,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
113787611,3982179,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
113788878,4539625,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
113788878,4544138,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
113811319,4322534,"2023-02-28 12:34:08",adult_annual,"1-Year $50",1,2024-02-28,2025-02-27
113811319,4322535,"2023-02-28 12:34:08",adult_annual,"1-Year $50",1,2024-02-28,2025-02-27
113875477,3463831,"2021-07-18 00:00:00",one_day,"One Day - $15",5,2021-09-26,2021-09-26
113875477,3463846,"2021-07-18 00:00:00",one_day,"One Day - $15",5,2021-09-26,2021-09-26
114066924,3957735,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
114066924,3982204,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
114106,4538704,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
114106,4544178,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
114136970,4539371,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
114136970,4544548,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
114375157,4694827,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
114375157,4697356,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
114494179,3958227,"2022-07-03 00:00:00",one_day,"One Day - $15",47,2022-07-03,2022-07-04
114494179,3982583,"2022-07-03 00:00:00",one_day,"One Day - $15",47,2022-07-03,2022-07-04
114724814,3957475,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
114724814,3982015,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
114760926,3957789,"2021-11-14 00:00:00",one_day,"One Day - $15",47,2021-11-14,2021-11-14
114760926,3982245,"2021-11-14 00:00:00",one_day,"One Day - $15",47,2021-11-14,2021-11-14
115763946,4677484,"2024-05-24 00:00:00",one_day,"Bronze - $13",115,2024-05-24,2024-05-27
115763946,4691704,"2024-05-24 00:00:00",one_day,"Bronze - $13",115,2024-05-24,2024-05-27
115969070,3955890,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
115969070,3967206,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
116224413,3956525,"2022-06-11 00:00:00",one_day,"One Day - $15",47,2022-06-11,2022-06-12
116224413,3967505,"2022-06-11 00:00:00",one_day,"One Day - $15",47,2022-06-11,2022-06-12
116693966,3957508,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
116693966,3966880,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
116704789,3958269,"2022-06-25 00:00:00",one_day,"One Day - $15",47,2022-06-25,2022-06-26
116704789,3967078,"2022-06-25 00:00:00",one_day,"One Day - $15",47,2022-06-25,2022-06-26
116704789,3958271,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
116704789,3967079,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
117016790,3955863,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
117016790,3965351,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
117033316,3956904,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
117033316,3967647,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
117249273,4539804,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
117249273,4544836,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
117253557,4427370,"2023-07-12 16:34:03",one_day,"One Day - $15",47,2023-07-22,2023-07-23
117253557,4427372,"2023-07-12 16:34:03",one_day,"One Day - $15",47,2023-07-22,2023-07-23
117366141,3957698,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
117366141,3982177,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
117570068,3957458,"2022-07-03 00:00:00",one_day,"One Day - $15",47,2022-07-03,2022-07-04
117570068,3982002,"2022-07-03 00:00:00",one_day,"One Day - $15",47,2022-07-03,2022-07-04
117700189,3897166,"2022-06-04 00:00:00",one_day,"One Day - $15",47,2022-06-04,2022-06-05
117700189,3900798,"2022-06-04 00:00:00",one_day,"One Day - $15",47,2022-06-04,2022-06-05
118987790,4694693,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
118987790,4697222,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
119045183,3957833,"2021-09-19 00:00:00",one_day,"One Day - $15",47,2021-09-19,2021-09-19
119045183,3982279,"2021-09-19 00:00:00",one_day,"One Day - $15",47,2021-09-19,2021-09-19
119216802,3958118,"2021-12-19 00:00:00",one_day,"One Day - $15",47,2021-12-19,2021-12-19
119216802,3982496,"2021-12-19 00:00:00",one_day,"One Day - $15",47,2021-12-19,2021-12-19
119340025,4539648,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
119340025,4542078,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
119752029,4187269,"2022-09-16 00:00:00",one_day,"One Day - $15",47,2022-09-16,2022-09-17
119752029,4221747,"2022-09-16 00:00:00",one_day,"One Day - $15",47,2022-09-16,2022-09-17
119788339,3957261,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
119788339,3981859,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
119840738,3958701,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
119840738,3983004,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
120029650,4538897,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
120029650,4544280,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
120371862,4539471,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
120371862,4544610,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
120619453,3955793,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
120619453,3965319,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
120633469,4694951,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
120633469,4697481,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
120758586,4539415,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
120758586,4544575,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
120888761,3958089,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
120888761,3982474,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
120892615,4538874,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
120892615,4541490,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
121271927,4539715,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
121271927,4544069,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
122057447,4551376,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
122057447,4551584,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
122208865,4539766,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
122208865,4548312,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
122514220,4539280,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
122514220,4544496,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
122609032,4694889,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
122609032,4697419,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
122628592,4539332,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
122628592,4544525,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
122715715,4459796,"2023-05-26 00:00:00",one_day,"One Day - $15",47,2023-05-26,2023-05-29
122715715,4460368,"2023-05-26 00:00:00",one_day,"One Day - $15",47,2023-05-26,2023-05-29
123035208,3494910,"2021-08-07 00:00:00",one_day,"One Day - $15",47,2021-08-07,2021-09-18
123035208,3501375,"2021-08-07 00:00:00",one_day,"One Day - $15",47,2021-08-07,2021-09-18
123457887,4539589,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
123457887,4544688,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
123462847,3956345,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
123462847,3967425,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
123479941,3955865,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
123479941,3967194,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
123492215,4538692,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
123492215,4544170,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
123500123,4694776,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
123500123,4697305,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
123510753,4539689,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
123510753,4544065,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
12393,4538875,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
12393,4544264,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
123954780,3958011,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
123954780,3982413,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
124666863,4459800,"2023-05-26 00:00:00",one_day,"One Day - $15",47,2023-05-26,2023-05-29
124666863,4460372,"2023-05-26 00:00:00",one_day,"One Day - $15",47,2023-05-26,2023-05-29
124716456,3956742,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
124716456,3981480,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
125049901,3957095,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
125049901,3981735,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
125455206,3958596,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
125455206,3982898,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
125822229,3957112,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
125822229,3981749,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
126008004,3957629,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
126008004,3982125,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
126010,4538702,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
126010,4548133,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
126418,4538680,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
126418,4544164,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
126481038,3957984,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
126481038,3982393,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
126495360,4694966,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
126495360,4697496,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
126697500,4539807,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
126697500,4544839,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
126841862,3957509,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
126841862,3982038,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
127234851,4539701,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
