member_number_members_sa,id_membership_periods_sa,purchased_on_adjusted_mp,real_membership_types_sa,new_member_category_6_sa,membership_type_id_mp,starts_mp,ends_mp
723654273,3957930,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
723654273,3982351,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
723654273,3957931,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
723654273,3982352,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
723657859,3958707,"2021-12-19 00:00:00",one_day,"One Day - $15",47,2021-12-19,2021-12-19
723657859,3983010,"2021-12-19 00:00:00",one_day,"One Day - $15",47,2021-12-19,2021-12-19
723678788,3958563,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
723678788,3982864,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
723705172,4539031,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
723705172,4542171,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
723774491,4539366,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
723774491,4548652,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
723800079,3957744,"2021-09-04 00:00:00",one_day,"One Day - $15",47,2021-09-04,2021-09-04
723800079,3982211,"2021-09-04 00:00:00",one_day,"One Day - $15",47,2021-09-04,2021-09-04
723820365,4694787,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
723820365,4697316,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
724188460,3958910,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
724188460,3983215,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
724188460,3958911,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
724188460,3983216,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
724190511,4187277,"2022-08-21 00:00:00",one_day,"One Day - $15",47,2022-08-21,2022-08-21
724190511,4221761,"2022-08-21 00:00:00",one_day,"One Day - $15",47,2022-08-21,2022-08-21
724266125,4538730,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
724266125,4544195,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
724760431,3958292,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
724760431,3982618,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
725500411,4694736,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
725500411,4697265,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
726115332,3956765,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
726115332,3981495,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
726268056,3958689,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
726268056,3982992,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
726514787,3958117,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
726514787,3982495,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
727138859,4538977,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
727138859,4544321,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
727241559,3957292,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
727241559,3981882,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
727632793,3958705,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
727632793,3983008,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
727898165,4539210,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
727898165,4544455,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
728535383,4539190,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
728535383,4544442,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
728608305,3957177,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
728608305,3967720,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
729045818,3955995,"2022-04-23 00:00:00",one_day,"One Day - $15",47,2022-04-23,2022-04-23
729045818,3967257,"2022-04-23 00:00:00",one_day,"One Day - $15",47,2022-04-23,2022-04-23
729101718,3958643,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
729101718,3982945,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
729330775,3522410,"2021-08-22 00:00:00",one_day,"One Day - $15",47,2021-08-22,2021-08-22
729330775,3958927,"2021-08-22 00:00:00",one_day,"One Day - $15",47,2021-08-22,2021-08-22
729330775,3983232,"2021-08-22 00:00:00",one_day,"One Day - $15",47,2021-08-22,2021-08-22
729444443,3958225,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
729444443,3982582,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
729447178,3958008,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
729447178,3982411,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
729655243,4551409,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
729655243,4551617,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
729761562,3956749,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
729761562,3981486,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
729769653,3957933,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
729769653,3982353,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
729797614,3957361,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
729797614,3967765,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
729904418,3956048,"2022-06-11 00:00:00",one_day,"One Day - $15",47,2022-06-11,2022-06-12
729904418,3967282,"2022-06-11 00:00:00",one_day,"One Day - $15",47,2022-06-11,2022-06-12
730251939,3957316,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
730251939,3981900,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
730386155,3958384,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
730386155,3982686,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
730490977,4539682,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
730490977,4544750,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
731600285,3957018,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
731600285,3981678,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
731600285,3957020,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
731600285,3981679,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
731819400,3957756,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
731819400,3982220,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
731922300,3956656,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
731922300,3967563,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
732259079,3956517,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
732259079,3967501,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
732298678,3957873,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
732298678,3982308,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
732313599,4694960,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
732313599,4697490,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
732330249,3956505,"2022-06-11 00:00:00",one_day,"One Day - $15",47,2022-06-11,2022-06-12
732330249,3967495,"2022-06-11 00:00:00",one_day,"One Day - $15",47,2022-06-11,2022-06-12
732676437,3958156,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
732676437,3982526,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
732984935,3958838,"2021-12-19 00:00:00",one_day,"One Day - $15",47,2021-12-19,2021-12-19
732984935,3983143,"2021-12-19 00:00:00",one_day,"One Day - $15",47,2021-12-19,2021-12-19
733000172,3957413,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
733000172,3981968,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
733022499,4702938,"2024-06-23 08:04:03",youth_annual,"Youth Annual",54,2024-06-23,2025-06-22
733022499,4702939,"2024-06-23 08:04:03",youth_annual,"Youth Annual",54,2024-06-23,2025-06-22
733193612,4538849,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
733193612,4548447,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
733519225,4539854,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
733519225,4544868,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
733896461,4539047,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
733896461,4544361,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
734638017,3958580,"2021-09-04 00:00:00",one_day,"One Day - $15",47,2021-09-04,2021-09-04
734638017,3982881,"2021-09-04 00:00:00",one_day,"One Day - $15",47,2021-09-04,2021-09-04
734776805,3957544,"2022-07-03 00:00:00",one_day,"One Day - $15",47,2022-07-03,2022-07-04
734776805,3982061,"2022-07-03 00:00:00",one_day,"One Day - $15",47,2022-07-03,2022-07-04
734842424,3957973,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
734842424,3982384,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
735002119,3958839,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
735002119,3983144,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
735215130,3957403,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
735215130,3981960,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
735669940,3955699,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
735669940,3965273,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
736001745,3608820,"2021-09-04 00:00:00",one_day,"One Day - $15",47,2021-09-04,2021-09-04
736001745,3957099,"2021-09-04 00:00:00",one_day,"One Day - $15",47,2021-09-04,2021-09-04
736001745,3981738,"2021-09-04 00:00:00",one_day,"One Day - $15",47,2021-09-04,2021-09-04
736013359,3958693,"2022-06-18 00:00:00",one_day,"One Day - $15",47,2022-06-18,2022-06-19
736013359,3982996,"2022-06-18 00:00:00",one_day,"One Day - $15",47,2022-06-18,2022-06-19
736128005,4420546,"2023-07-06 00:00:00",adult_annual,"1-Year $50",1,2023-07-06,2024-07-05
736128005,4421110,"2023-07-06 00:00:00",adult_annual,"1-Year $50",1,2023-07-06,2024-07-05
736244035,3957843,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
736244035,3982286,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
736369839,4539796,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
736369839,4548314,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
736631467,3473605,"2021-07-25 00:00:00",one_day,"One Day - $15",47,2021-07-25,2021-07-25
736631467,3887520,"2021-07-25 00:00:00",one_day,"One Day - $15",47,2021-07-25,2021-07-25
736656110,3956808,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
736656110,3981527,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
737153894,4539283,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
737153894,4544498,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
737363394,3522413,"2021-08-22 00:00:00",one_day,"One Day - $15",47,2021-08-22,2021-08-22
737363394,3958621,"2021-08-22 00:00:00",one_day,"One Day - $15",47,2021-08-22,2021-08-22
737363394,3982923,"2021-08-22 00:00:00",one_day,"One Day - $15",47,2021-08-22,2021-08-22
737363394,3958622,"2021-11-14 00:00:00",one_day,"One Day - $15",47,2021-11-14,2021-11-14
737363394,3982924,"2021-11-14 00:00:00",one_day,"One Day - $15",47,2021-11-14,2021-11-14
737480248,3955976,"2022-06-25 00:00:00",one_day,"One Day - $15",47,2022-06-25,2022-06-26
737480248,3967248,"2022-06-25 00:00:00",one_day,"One Day - $15",47,2022-06-25,2022-06-26
737550586,3957156,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
737550586,3981781,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
737568382,3958364,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
737568382,3982666,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
737568382,3958365,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
737568382,3982667,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
737818716,4692397,"2024-05-27 00:00:00",one_day,"Bronze - $18",47,2024-05-27,2024-08-05
737818716,4750083,"2024-05-27 00:00:00",one_day,"Bronze - $18",47,2024-05-27,2024-08-05
738248413,3956462,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
738248413,3967476,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
738824295,3958489,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
738824295,3982789,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
738881788,4482848,"2023-08-12 00:00:00",one_day,"One Day - $15",47,2023-08-12,2023-09-23
738881788,4614581,"2023-08-12 00:00:00",one_day,"One Day - $15",47,2023-08-12,2023-09-23
739026408,3956747,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
739026408,3981484,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
739245169,3958379,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
739245169,3982681,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
739706878,3956988,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
739706878,3981656,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
739832895,4539534,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
739832895,4544653,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
740181772,3956836,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
740181772,3981547,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
740555437,4539776,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
740555437,4544814,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
740560472,4694695,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
740560472,4697224,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
740772675,4539629,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
740772675,4541697,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
740899237,3958871,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
740899237,3983176,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
741075735,3509622,"2021-08-07 00:00:00",one_day,"One Day - $15",47,2021-08-07,2021-09-18
741075735,3607687,"2021-08-07 00:00:00",one_day,"One Day - $15",47,2021-08-07,2021-09-18
741118220,4539704,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
741118220,4541907,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
741369831,4539794,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
741369831,4544828,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
741531091,4695064,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
741531091,4697594,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
741767770,4459774,"2023-05-26 00:00:00",one_day,"One Day - $15",47,2023-05-26,2023-05-29
741767770,4460346,"2023-05-26 00:00:00",one_day,"One Day - $15",47,2023-05-26,2023-05-29
741860872,4539713,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
741860872,4544772,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
742059580,3958219,"2022-04-23 00:00:00",one_day,"One Day - $15",47,2022-04-23,2022-04-23
742059580,3967055,"2022-04-23 00:00:00",one_day,"One Day - $15",47,2022-04-23,2022-04-23
742120021,4539746,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
742120021,4544792,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
742160560,4539519,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
742160560,4544646,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
742375844,2604334,"2017-06-28 20:32:55",one_day,"One Day - $15",47,2017-09-09,2017-09-09
742375844,3440717,"2017-06-28 20:32:55",one_day,"One Day - $15",47,2017-09-09,2017-09-09
742575598,4356800,"2023-04-20 00:00:00",one_day,"One Day - $15",47,2023-07-15,2023-07-16
742575598,4360474,"2023-04-20 00:00:00",one_day,"One Day - $15",47,2023-07-15,2023-07-16
742617446,3958802,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
742617446,3983105,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
742909371,3524499,"2021-08-22 00:00:00",one_day,"One Day - $15",47,2021-08-22,2021-08-22
742909371,3956873,"2021-08-22 00:00:00",one_day,"One Day - $15",47,2021-08-22,2021-08-22
742909371,3981574,"2021-08-22 00:00:00",one_day,"One Day - $15",47,2021-08-22,2021-08-22
743013296,4539347,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
743013296,4544534,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
743044315,4538905,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
743044315,4541741,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
743838038,3958832,"2022-07-03 00:00:00",one_day,"One Day - $15",47,2022-07-03,2022-07-04
743838038,3983137,"2022-07-03 00:00:00",one_day,"One Day - $15",47,2022-07-03,2022-07-04
744525586,3957061,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
744525586,3981710,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
744750863,4539694,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
744750863,4544759,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
744757615,4694764,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
744757615,4697293,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
745062240,3958920,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
745062240,3983225,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
745234980,3957598,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
745234980,3982102,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
745234980,3957599,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
745234980,3982103,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
745234980,3957601,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
745234980,3982104,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
745234980,3957602,"2022-07-03 00:00:00",one_day,"One Day - $15",47,2022-07-03,2022-07-04
745234980,3982105,"2022-07-03 00:00:00",one_day,"One Day - $15",47,2022-07-03,2022-07-04
745432109,3958149,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
745432109,3982520,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
745513697,3957462,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
745513697,3966867,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
745859325,4694892,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
745859325,4697422,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
745946278,4694947,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
745946278,4697477,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
746037398,4539717,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
746037398,4544774,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
746070951,4539274,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
746070951,4544493,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
746081592,4538935,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
746081592,4544301,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
746286742,4694921,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
746286742,4697451,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
746790312,4528969,"2023-08-26 00:00:00",one_day,"One Day - $15",47,2023-08-26,2023-08-26
746790312,4552436,"2023-08-26 00:00:00",one_day,"One Day - $15",47,2023-08-26,2023-08-26
746873738,3957688,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
746873738,3982169,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
746969762,4539806,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
746969762,4544838,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
747630726,3958511,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
747630726,3982811,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
747659290,4694687,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
747659290,4697216,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
747810816,3956404,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
747810816,3967453,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
747823927,4539868,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
747823927,4544874,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
748080208,4539234,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
748080208,4544468,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
748083013,4539495,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
748083013,4544627,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
748160347,4539092,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
748160347,4544001,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
748220508,4539658,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
748220508,4544736,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
748243845,4539808,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
748243845,4541991,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
748997739,4116438,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
748997739,4172905,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
749069203,4694799,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
749069203,4697328,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
749127004,3957777,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
749127004,3982236,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
749332205,3956937,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
749332205,3981619,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
749345876,3956906,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
749345876,3981598,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
749453943,3958809,"2022-06-18 00:00:00",one_day,"One Day - $15",47,2022-06-18,2022-06-19
749453943,3983112,"2022-06-18 00:00:00",one_day,"One Day - $15",47,2022-06-18,2022-06-19
749453943,3958810,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
749453943,3983113,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
749655180,4539578,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
749655180,4544680,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
749800151,3957542,"2022-06-25 00:00:00",one_day,"One Day - $15",47,2022-06-25,2022-06-26
