purchased_on_mp,member_number_members_sa,id_membership_periods_sa,starts_mp,ends_mp
"2023-12-05 06:00:00",137893495,4544431,2023-08-27,2023-08-27
"2023-12-05 06:00:00",138119802,4539338,2023-08-27,2023-08-27
"2023-12-05 06:00:00",138119802,4541810,2023-08-27,2023-08-27
"2023-12-05 06:00:00",138208451,4539590,2023-08-27,2023-08-27
"2023-12-05 06:00:00",138208451,4548375,2023-08-27,2023-08-27
"2023-12-05 06:00:00",138287771,4539142,2023-08-27,2023-08-27
"2023-12-05 06:00:00",138287771,4541684,2023-08-27,2023-08-27
"2023-12-05 06:00:00",138655688,4551386,2023-10-01,2023-10-01
"2023-12-05 06:00:00",138655688,4551594,2023-10-01,2023-10-01
"2023-12-05 06:00:00",139639,4538895,2023-08-27,2023-08-27
"2023-12-05 06:00:00",139639,4541843,2023-08-27,2023-08-27
"2023-12-05 06:00:00",139871221,4539482,2023-08-27,2023-08-27
"2023-12-05 06:00:00",139871221,4544618,2023-08-27,2023-08-27
"2023-12-05 06:00:00",141562657,4539873,2023-08-27,2023-08-27
"2023-12-05 06:00:00",141562657,4544878,2023-08-27,2023-08-27
"2023-12-05 06:00:00",142103103,4539139,2023-08-27,2023-08-27
"2023-12-05 06:00:00",142103103,4541445,2023-08-27,2023-08-27
"2023-12-05 06:00:00",142253940,4539441,2023-08-27,2023-08-27
"2023-12-05 06:00:00",142253940,4544590,2023-08-27,2023-08-27
"2023-12-05 06:00:00",142375476,4539098,2023-08-27,2023-08-27
"2023-12-05 06:00:00",142375476,4544390,2023-08-27,2023-08-27
"2023-12-05 06:00:00",142396284,4538796,2023-08-27,2023-08-27
"2023-12-05 06:00:00",142396284,4544229,2023-08-27,2023-08-27
"2023-12-05 06:00:00",143192067,4539313,2023-08-27,2023-08-27
"2023-12-05 06:00:00",143192067,4544003,2023-08-27,2023-08-27
"2023-12-05 06:00:00",144146053,4551412,2023-10-01,2023-10-01
"2023-12-05 06:00:00",144146053,4551620,2023-10-01,2023-10-01
"2023-12-05 06:00:00",144652590,4539552,2023-08-27,2023-08-27
"2023-12-05 06:00:00",144652590,4544663,2023-08-27,2023-08-27
"2023-12-05 06:00:00",144807,4539040,2023-08-27,2023-08-27
"2023-12-05 06:00:00",144807,4541820,2023-08-27,2023-08-27
"2023-12-05 06:00:00",145723239,4539581,2023-08-27,2023-08-27
"2023-12-05 06:00:00",145723239,4541651,2023-08-27,2023-08-27
"2023-12-05 06:00:00",146103153,4539622,2023-08-27,2023-08-27
"2023-12-05 06:00:00",146103153,4544711,2023-08-27,2023-08-27
"2023-12-05 06:00:00",147270169,4539275,2023-08-27,2023-08-27
"2023-12-05 06:00:00",147270169,4541759,2023-08-27,2023-08-27
"2023-12-05 06:00:00",148574692,4551365,2023-10-01,2023-10-01
"2023-12-05 06:00:00",148574692,4551573,2023-10-01,2023-10-01
"2023-12-05 06:00:00",149329654,4539028,2023-08-27,2023-08-27
"2023-12-05 06:00:00",149329654,4544352,2023-08-27,2023-08-27
"2023-12-05 06:00:00",149344011,4538940,2023-08-27,2023-08-27
"2023-12-05 06:00:00",149344011,4544304,2023-08-27,2023-08-27
"2023-12-05 06:00:00",149345910,4539851,2023-08-27,2023-08-27
"2023-12-05 06:00:00",149345910,4544866,2023-08-27,2023-08-27
"2023-12-05 06:00:00",150672,4538671,2023-08-27,2023-08-27
"2023-12-05 06:00:00",150672,4548524,2023-08-27,2023-08-27
"2023-12-05 06:00:00",150817,4539039,2023-08-27,2023-08-27
"2023-12-05 06:00:00",150817,4541476,2023-08-27,2023-08-27
"2023-12-05 06:00:00",151131539,4539760,2023-08-27,2023-08-27
"2023-12-05 06:00:00",151131539,4541667,2023-08-27,2023-08-27
"2023-12-05 06:00:00",151225522,4551355,2023-10-01,2023-10-01
"2023-12-05 06:00:00",151225522,4551563,2023-10-01,2023-10-01
"2023-12-05 06:00:00",151329,4539544,2023-08-27,2023-08-27
"2023-12-05 06:00:00",151329,4541618,2023-08-27,2023-08-27
"2023-12-05 06:00:00",151436,4539446,2023-08-27,2023-08-27
"2023-12-05 06:00:00",151436,4544595,2023-08-27,2023-08-27
"2023-12-05 06:00:00",151687,4539091,2023-08-27,2023-08-27
"2023-12-05 06:00:00",151687,4544386,2023-08-27,2023-08-27
"2023-12-05 06:00:00",152257,4539056,2023-08-27,2023-08-27
"2023-12-05 06:00:00",152257,4544365,2023-08-27,2023-08-27
"2023-12-05 06:00:00",153787,4538936,2023-08-27,2023-08-27
"2023-12-05 06:00:00",153787,4544302,2023-08-27,2023-08-27
"2023-12-05 06:00:00",154860764,4538685,2023-08-27,2023-08-27
"2023-12-05 06:00:00",154860764,4544166,2023-08-27,2023-08-27
"2023-12-05 06:00:00",154964832,4538785,2023-08-27,2023-08-27
"2023-12-05 06:00:00",154964832,4541996,2023-08-27,2023-08-27
"2023-12-05 06:00:00",155035961,4551469,2023-10-01,2023-10-01
"2023-12-05 06:00:00",155035961,4551676,2023-10-01,2023-10-01
"2023-12-05 06:00:00",155153,4539163,2023-08-27,2023-08-27
"2023-12-05 06:00:00",155153,4544427,2023-08-27,2023-08-27
"2023-12-05 06:00:00",156199783,4538911,2023-08-27,2023-08-27
"2023-12-05 06:00:00",156199783,4544285,2023-08-27,2023-08-27
"2023-12-05 06:00:00",156311,4538848,2023-08-27,2023-08-27
"2023-12-05 06:00:00",156311,4541587,2023-08-27,2023-08-27
"2023-12-05 06:00:00",156394,4538816,2023-08-27,2023-08-27
"2023-12-05 06:00:00",156394,4543980,2023-08-27,2023-08-27
"2023-12-05 06:00:00",156397358,4539247,2023-08-27,2023-08-27
"2023-12-05 06:00:00",156397358,4544477,2023-08-27,2023-08-27
"2023-12-05 06:00:00",156671049,4539149,2023-08-27,2023-08-27
"2023-12-05 06:00:00",156671049,4544418,2023-08-27,2023-08-27
"2023-12-05 06:00:00",157219263,4539136,2023-08-27,2023-08-27
"2023-12-05 06:00:00",157219263,4544413,2023-08-27,2023-08-27
"2023-12-05 06:00:00",157272357,4551396,2023-10-01,2023-10-01
"2023-12-05 06:00:00",157272357,4551604,2023-10-01,2023-10-01
"2023-12-05 06:00:00",159699085,4539791,2023-08-27,2023-08-27
"2023-12-05 06:00:00",159699085,4548313,2023-08-27,2023-08-27
"2023-12-05 06:00:00",159722348,4539864,2023-08-27,2023-08-27
"2023-12-05 06:00:00",159722348,4544872,2023-08-27,2023-08-27
"2023-12-05 06:00:00",159851547,4539566,2023-08-27,2023-08-27
"2023-12-05 06:00:00",159851547,4544670,2023-08-27,2023-08-27
"2023-12-05 06:00:00",160313,4539252,2023-08-27,2023-08-27
"2023-12-05 06:00:00",160313,4544480,2023-08-27,2023-08-27
"2023-12-05 06:00:00",160946680,4539559,2023-08-27,2023-08-27
"2023-12-05 06:00:00",160946680,4544667,2023-08-27,2023-08-27
"2023-12-05 06:00:00",161271547,4539865,2023-08-27,2023-08-27
"2023-12-05 06:00:00",161271547,4542062,2023-08-27,2023-08-27
"2023-12-05 06:00:00",161483752,4538838,2023-08-27,2023-08-27
"2023-12-05 06:00:00",161483752,4544249,2023-08-27,2023-08-27
"2023-12-05 06:00:00",161518,4538768,2023-08-27,2023-08-27
"2023-12-05 06:00:00",161518,4548135,2023-08-27,2023-08-27
"2023-12-05 06:00:00",161621,4539078,2023-08-27,2023-08-27
"2023-12-05 06:00:00",161621,4541958,2023-08-27,2023-08-27
"2023-12-05 06:00:00",161999769,4539016,2023-08-27,2023-08-27
"2023-12-05 06:00:00",161999769,4544344,2023-08-27,2023-08-27
"2023-12-05 06:00:00",162030406,4539001,2023-08-27,2023-08-27
"2023-12-05 06:00:00",162030406,4548533,2023-08-27,2023-08-27
"2023-12-05 06:00:00",162420169,4539860,2023-08-27,2023-08-27
"2023-12-05 06:00:00",162420169,4544871,2023-08-27,2023-08-27
"2023-12-05 06:00:00",163227230,4551427,2023-10-01,2023-10-01
"2023-12-05 06:00:00",163227230,4551635,2023-10-01,2023-10-01
"2023-12-05 06:00:00",163302059,4538903,2023-08-27,2023-08-27
"2023-12-05 06:00:00",163302059,4544282,2023-08-27,2023-08-27
"2023-12-05 06:00:00",163443055,4539281,2023-08-27,2023-08-27
"2023-12-05 06:00:00",163443055,4548149,2023-08-27,2023-08-27
"2023-12-05 06:00:00",163877,4538811,2023-08-27,2023-08-27
"2023-12-05 06:00:00",163877,4543998,2023-08-27,2023-08-27
"2023-12-05 06:00:00",164423219,4538954,2023-08-27,2023-08-27
"2023-12-05 06:00:00",164423219,4541725,2023-08-27,2023-08-27
"2023-12-05 06:00:00",164697590,4539545,2023-08-27,2023-08-27
"2023-12-05 06:00:00",164697590,4544658,2023-08-27,2023-08-27
"2023-12-05 06:00:00",165556239,4538952,2023-08-27,2023-08-27
"2023-12-05 06:00:00",165556239,4543981,2023-08-27,2023-08-27
"2023-12-05 06:00:00",167149856,4538921,2023-08-27,2023-08-27
"2023-12-05 06:00:00",167149856,4544290,2023-08-27,2023-08-27
"2023-12-05 06:00:00",167972865,4539151,2023-08-27,2023-08-27
"2023-12-05 06:00:00",167972865,4542165,2023-08-27,2023-08-27
"2023-12-05 06:00:00",168290,4551364,2023-10-01,2023-10-01
"2023-12-05 06:00:00",168290,4551572,2023-10-01,2023-10-01
"2023-12-05 06:00:00",169385,4538750,2023-08-27,2023-08-27
"2023-12-05 06:00:00",169385,4544205,2023-08-27,2023-08-27
"2023-12-05 06:00:00",170413893,4539779,2023-08-27,2023-08-27
"2023-12-05 06:00:00",170413893,4544817,2023-08-27,2023-08-27
"2023-12-05 06:00:00",171452515,4539345,2023-08-27,2023-08-27
"2023-12-05 06:00:00",171452515,4548540,2023-08-27,2023-08-27
"2023-12-05 06:00:00",171959815,4539425,2023-08-27,2023-08-27
"2023-12-05 06:00:00",171959815,4544581,2023-08-27,2023-08-27
"2023-12-05 06:00:00",173130926,4551461,2023-10-01,2023-10-01
"2023-12-05 06:00:00",173130926,4551668,2023-10-01,2023-10-01
"2023-12-05 06:00:00",173499279,4551390,2023-10-01,2023-10-01
"2023-12-05 06:00:00",173499279,4551598,2023-10-01,2023-10-01
"2023-12-05 06:00:00",173535,4539662,2023-08-27,2023-08-27
"2023-12-05 06:00:00",173535,4544739,2023-08-27,2023-08-27
"2023-12-05 06:00:00",173544226,4539595,2023-08-27,2023-08-27
"2023-12-05 06:00:00",173544226,4544691,2023-08-27,2023-08-27
"2023-12-05 06:00:00",173778,4538914,2023-08-27,2023-08-27
"2023-12-05 06:00:00",173778,4544287,2023-08-27,2023-08-27
"2023-12-05 06:00:00",175826350,4539742,2023-08-27,2023-08-27
"2023-12-05 06:00:00",175826350,4544788,2023-08-27,2023-08-27
"2023-12-05 06:00:00",175972184,4539007,2023-08-27,2023-08-27
"2023-12-05 06:00:00",175972184,4544340,2023-08-27,2023-08-27
"2023-12-05 06:00:00",177341467,4538891,2023-08-27,2023-08-27
"2023-12-05 06:00:00",177341467,4544275,2023-08-27,2023-08-27
"2023-12-05 06:00:00",178678092,4539755,2023-08-27,2023-08-27
"2023-12-05 06:00:00",178678092,4544797,2023-08-27,2023-08-27
"2023-12-05 06:00:00",178995908,4539404,2023-08-27,2023-08-27
"2023-12-05 06:00:00",178995908,4542251,2023-08-27,2023-08-27
"2023-12-05 06:00:00",179274561,4538825,2023-08-27,2023-08-27
"2023-12-05 06:00:00",179274561,4544243,2023-08-27,2023-08-27
"2023-12-05 06:00:00",179314662,4539445,2023-08-27,2023-08-27
"2023-12-05 06:00:00",179314662,4544594,2023-08-27,2023-08-27
"2023-12-05 06:00:00",181108877,4539621,2023-08-27,2023-08-27
"2023-12-05 06:00:00",181108877,4544710,2023-08-27,2023-08-27
"2023-12-05 06:00:00",184270,4539422,2023-08-27,2023-08-27
"2023-12-05 06:00:00",184270,4544579,2023-08-27,2023-08-27
"2023-12-05 06:00:00",186048288,4539114,2023-08-27,2023-08-27
"2023-12-05 06:00:00",186048288,4548222,2023-08-27,2023-08-27
"2023-12-05 06:00:00",186075046,4538711,2023-08-27,2023-08-27
"2023-12-05 06:00:00",186075046,4544184,2023-08-27,2023-08-27
"2023-12-05 06:00:00",186370438,4539497,2023-08-27,2023-08-27
"2023-12-05 06:00:00",186370438,4544629,2023-08-27,2023-08-27
"2023-12-05 06:00:00",187601824,4551442,2023-10-01,2023-10-01
"2023-12-05 06:00:00",187601824,4551649,2023-10-01,2023-10-01
"2023-12-05 06:00:00",187615073,4539378,2023-08-27,2023-08-27
"2023-12-05 06:00:00",187615073,4544552,2023-08-27,2023-08-27
"2023-12-05 06:00:00",188171063,4538996,2023-08-27,2023-08-27
"2023-12-05 06:00:00",188171063,4542159,2023-08-27,2023-08-27
"2023-12-05 06:00:00",188210303,4539498,2023-08-27,2023-08-27
"2023-12-05 06:00:00",188210303,4542148,2023-08-27,2023-08-27
"2023-12-05 06:00:00",188974838,4539633,2023-08-27,2023-08-27
"2023-12-05 06:00:00",188974838,4544717,2023-08-27,2023-08-27
"2023-12-05 06:00:00",189525009,4539852,2023-08-27,2023-08-27
"2023-12-05 06:00:00",189525009,4544867,2023-08-27,2023-08-27
"2023-12-05 06:00:00",189802,4539759,2023-08-27,2023-08-27
"2023-12-05 06:00:00",189802,4544801,2023-08-27,2023-08-27
"2023-12-05 06:00:00",189951281,4539603,2023-08-27,2023-08-27
"2023-12-05 06:00:00",189951281,4544697,2023-08-27,2023-08-27
"2023-12-05 06:00:00",190926197,4539382,2023-08-27,2023-08-27
"2023-12-05 06:00:00",190926197,4544556,2023-08-27,2023-08-27
"2023-12-05 06:00:00",1910266418,4539616,2023-08-27,2023-08-27
"2023-12-05 06:00:00",1910266418,4544706,2023-08-27,2023-08-27
"2023-12-05 06:00:00",1910269748,4551371,2023-10-01,2023-10-01
"2023-12-05 06:00:00",1910269748,4551579,2023-10-01,2023-10-01
"2023-12-05 06:00:00",1910276266,4539699,2023-08-27,2023-08-27
"2023-12-05 06:00:00",1910276266,4544762,2023-08-27,2023-08-27
"2023-12-05 06:00:00",192034,4538900,2023-08-27,2023-08-27
"2023-12-05 06:00:00",192034,4541691,2023-08-27,2023-08-27
"2023-12-05 06:00:00",192123,4539162,2023-08-27,2023-08-27
"2023-12-05 06:00:00",192123,4544426,2023-08-27,2023-08-27
"2023-12-05 06:00:00",192935073,4539876,2023-08-27,2023-08-27
"2023-12-05 06:00:00",192935073,4548543,2023-08-27,2023-08-27
"2023-12-05 06:00:00",193055566,4539352,2023-08-27,2023-08-27
"2023-12-05 06:00:00",193055566,4548152,2023-08-27,2023-08-27
"2023-12-05 06:00:00",193165790,4539569,2023-08-27,2023-08-27
"2023-12-05 06:00:00",193165790,4544673,2023-08-27,2023-08-27
"2023-12-05 06:00:00",193281021,4538821,2023-08-27,2023-08-27
"2023-12-05 06:00:00",193281021,4544242,2023-08-27,2023-08-27
"2023-12-05 06:00:00",193373,4539820,2023-08-27,2023-08-27
"2023-12-05 06:00:00",193373,4548608,2023-08-27,2023-08-27
"2023-12-05 06:00:00",193379,4538766,2023-08-27,2023-08-27
"2023-12-05 06:00:00",193379,4548596,2023-08-27,2023-08-27
"2023-12-05 06:00:00",193443,4538892,2023-08-27,2023-08-27
"2023-12-05 06:00:00",193443,4544276,2023-08-27,2023-08-27
"2023-12-05 06:00:00",194385,4539857,2023-08-27,2023-08-27
"2023-12-05 06:00:00",194385,4548466,2023-08-27,2023-08-27
"2023-12-05 06:00:00",194600,4538731,2023-08-27,2023-08-27
"2023-12-05 06:00:00",194600,4543997,2023-08-27,2023-08-27
"2023-12-05 06:00:00",195766339,4539219,2023-08-27,2023-08-27
"2023-12-05 06:00:00",195766339,4541826,2023-08-27,2023-08-27
"2023-12-05 06:00:00",196121,4539306,2023-08-27,2023-08-27
"2023-12-05 06:00:00",196121,4544510,2023-08-27,2023-08-27
"2023-12-05 06:00:00",197648216,4538709,2023-08-27,2023-08-27
"2023-12-05 06:00:00",197648216,4544182,2023-08-27,2023-08-27
"2023-12-05 06:00:00",197743768,4539096,2023-08-27,2023-08-27
"2023-12-05 06:00:00",197743768,4544388,2023-08-27,2023-08-27
"2023-12-05 06:00:00",198130723,4551381,2023-10-01,2023-10-01
"2023-12-05 06:00:00",198130723,4551589,2023-10-01,2023-10-01
"2023-12-05 06:00:00",198316347,4538881,2023-08-27,2023-08-27
"2023-12-05 06:00:00",198316347,4548288,2023-08-27,2023-08-27
"2023-12-05 06:00:00",200252832,4539451,2023-08-27,2023-08-27
"2023-12-05 06:00:00",200252832,4544600,2023-08-27,2023-08-27
"2023-12-05 06:00:00",200457345,4539637,2023-08-27,2023-08-27
"2023-12-05 06:00:00",200457345,4544719,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2008450872,4539539,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2008450872,4548542,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2008451345,4539308,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2008451345,4548685,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2010509854,4538806,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2010509854,4548527,2023-08-27,2023-08-27
"2023-12-05 06:00:00",201294934,4539814,2023-08-27,2023-08-27
"2023-12-05 06:00:00",201294934,4541551,2023-08-27,2023-08-27
"2023-12-05 06:00:00",201318148,4539383,2023-08-27,2023-08-27
"2023-12-05 06:00:00",201318148,4544557,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2013360552,4539133,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2013360552,4544411,2023-08-27,2023-08-27
"2023-12-05 06:00:00",201378,4538873,2023-08-27,2023-08-27
"2023-12-05 06:00:00",201378,4544263,2023-08-27,2023-08-27
"2023-12-05 06:00:00",202282013,4539819,2023-08-27,2023-08-27
"2023-12-05 06:00:00",202282013,4544844,2023-08-27,2023-08-27
"2023-12-05 06:00:00",202326283,4539828,2023-08-27,2023-08-27
"2023-12-05 06:00:00",202326283,4544848,2023-08-27,2023-08-27
"2023-12-05 06:00:00",204045697,4539348,2023-08-27,2023-08-27
"2023-12-05 06:00:00",204045697,4542114,2023-08-27,2023-08-27
"2023-12-05 06:00:00",204114677,4539560,2023-08-27,2023-08-27
"2023-12-05 06:00:00",204114677,4541954,2023-08-27,2023-08-27
"2023-12-05 06:00:00",204276,4539878,2023-08-27,2023-08-27
"2023-12-05 06:00:00",204276,4544880,2023-08-27,2023-08-27
"2023-12-05 06:00:00",204805,4539795,2023-08-27,2023-08-27
"2023-12-05 06:00:00",204805,4544829,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2065006658,4538740,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2065006658,4544199,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2065010812,4539292,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2065010812,4541722,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2065053288,4538832,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2065053288,4541966,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2065055924,4538972,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2065055924,4548643,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2065058884,4538998,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2065058884,4544334,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2065077446,4539331,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2065077446,4548449,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2065131265,4539323,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2065131265,4541796,2023-08-27,2023-08-27
"2023-12-05 06:00:00",20701,4538705,2023-08-27,2023-08-27
"2023-12-05 06:00:00",20701,4544179,2023-08-27,2023-08-27
"2023-12-05 06:00:00",207183152,4538852,2023-08-27,2023-08-27
"2023-12-05 06:00:00",207183152,4541868,2023-08-27,2023-08-27
"2023-12-05 06:00:00",207232,4539043,2023-08-27,2023-08-27
"2023-12-05 06:00:00",207232,4548465,2023-08-27,2023-08-27
"2023-12-05 06:00:00",207371487,4539140,2023-08-27,2023-08-27
"2023-12-05 06:00:00",207371487,4548224,2023-08-27,2023-08-27
"2023-12-05 06:00:00",207387899,4539377,2023-08-27,2023-08-27
"2023-12-05 06:00:00",207387899,4541480,2023-08-27,2023-08-27
"2023-12-05 06:00:00",207482278,4539046,2023-08-27,2023-08-27
"2023-12-05 06:00:00",207482278,4544360,2023-08-27,2023-08-27
"2023-12-05 06:00:00",20760,4538719,2023-08-27,2023-08-27
"2023-12-05 06:00:00",20760,4544190,2023-08-27,2023-08-27
"2023-12-05 06:00:00",209046,4538836,2023-08-27,2023-08-27
"2023-12-05 06:00:00",209046,4544247,2023-08-27,2023-08-27
"2023-12-05 06:00:00",209308,4539014,2023-08-27,2023-08-27
"2023-12-05 06:00:00",209308,4548298,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2095132016,4538688,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2095132016,4544168,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2095135927,4539135,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2095135927,4544412,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2095165200,4539066,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2095165200,4544371,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2095192819,4538789,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2095192819,4544226,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2095763946,4539579,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2095763946,4544682,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2095763973,4539772,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2095763973,4544812,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2095773594,4538712,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2095773594,4544185,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2095836127,4539782,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2095836127,4544820,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2095837081,4539770,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2095837081,4544810,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099581951,4551387,2023-10-01,2023-10-01
"2023-12-05 06:00:00",2099581951,4551595,2023-10-01,2023-10-01
"2023-12-05 06:00:00",2099583221,4539087,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099583221,4544383,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099584529,4539193,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099584529,4544444,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099591568,4539824,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099591568,4544140,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099606078,4539781,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099606078,4544819,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099621265,4538734,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099621265,4548282,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099640385,4539435,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099640385,4548374,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099648355,4539486,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099648355,4544620,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099649840,4539349,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099649840,4544535,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099651969,4539327,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099651969,4544523,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099663700,4538809,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099663700,4548528,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099667050,4539215,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099667050,4544458,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099681401,4538868,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099681401,4544260,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099685709,4539551,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099685709,4544662,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099691190,4539165,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099691190,4544428,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099752757,4538824,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099752757,4541739,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099766427,4539071,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099766427,4544375,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099770153,4539473,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099770153,4544612,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099774428,4538748,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099774428,4541735,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099782284,4539663,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099782284,4548377,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099796004,4551407,2023-10-01,2023-10-01
"2023-12-05 06:00:00",2099796004,4551615,2023-10-01,2023-10-01
"2023-12-05 06:00:00",2099814411,4538975,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099814411,4548680,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099825876,4539362,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099825876,4544543,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099830592,4539108,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099830592,4544397,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099836896,4538701,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2099836896,4541594,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100019558,4538761,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100019558,4548407,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100022433,4539178,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100022433,4548651,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100022656,4539104,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100022656,4544394,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100024641,4539762,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100024641,4544803,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100041084,4539203,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100041084,4544450,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100041664,4538910,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100041664,4548487,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100046600,4539370,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100046600,4544547,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100047300,4539484,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100047300,4541604,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100048548,4539597,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100048548,4544692,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100053856,4539399,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100053856,4542162,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100071345,4539810,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100071345,4544840,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100076143,4539109,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100076143,4548300,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100084753,4538950,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100084753,4544310,2023-08-27,2023-08-27
"2023-12-05 06:00:00",2100092000,4538793,2023-08-27,2023-08-27
